version,title,chart,level,bpm,notes,genre,artist
SKY,MOON RACE,NORMAL,5,147,434,FUTURE HOUSE,ELEKTEL
SKY,MOON RACE,HYPER,7,147,598,FUTURE HOUSE,ELEKTEL
SKY,MOON RACE,ANOTHER,9,147,957,FUTURE HOUSE,ELEKTEL
SKY,Pink Rose,NORMAL,3,116～146,297,HEART,Kiyommy+Seiya
SKY,Pink Rose,HYPER,5,116～146,486,HEART,Kiyommy+Seiya
SKY,Pink Rose,ANOTHER,8,116～146,708,HEART,Kiyommy+Seiya
SKY,PLASMA,NORMAL,4,148,479,SYNTHESIZED TECHNO,Sota Fujimori
SKY,PLASMA,HYPER,8,148,848,SYNTHESIZED TECHNO,Sota Fujimori
SKY,PLASMA,ANOTHER,9,148,1145,SYNTHESIZED TECHNO,Sota Fujimori
SKY,Pollinosis,NORMAL,4,145,405,HARD DANCE,dj REMO-CON
SKY,Pollinosis,HYPER,6,145,590,HARD DANCE,dj REMO-CON
SKY,Pollinosis,ANOTHER,11,145,1278,HARD DANCE,dj REMO-CON
SKY,POODLE,NORMAL,5,160,492,EUROBEAT,Y&Co.
SKY,POODLE,HYPER,8,160,956,EUROBEAT,Y&Co.
SKY,POODLE,ANOTHER,10,160,1156,EUROBEAT,Y&Co.
SKY,POODLE,LEGGENDARIA,11,160,1707,EUROBEAT,Y&Co.
SKY,rage against usual,NORMAL,7,152,697,DIGI-ROCK,dj TAKA feat.Gt.Shintaro
SKY,rage against usual,HYPER,10,152,1060,DIGI-ROCK,dj TAKA feat.Gt.Shintaro
SKY,rage against usual,ANOTHER,12,152,1527,DIGI-ROCK,dj TAKA feat.Gt.Shintaro
SKY,SCREAM SQUAD,NORMAL,7,220,609,BREAKCORE,CALF
SKY,SCREAM SQUAD,HYPER,10,220,869,BREAKCORE,CALF
SKY,SCREAM SQUAD,ANOTHER,12,220,1073,BREAKCORE,CALF
SKY,Scripted Connection⇒ A mix,NORMAL,7,151,865,TECHNO,DJ MURASAME
SKY,Scripted Connection⇒ A mix,HYPER,10,151,1155,TECHNO,DJ MURASAME
SKY,Scripted Connection⇒ A mix,ANOTHER,12,151,1575,TECHNO,DJ MURASAME
SKY,Scripted Connection⇒ H mix,NORMAL,7,151,875,TECHNO,DJ MURASAME
SKY,Scripted Connection⇒ H mix,HYPER,10,151,1059,TECHNO,DJ MURASAME
SKY,Scripted Connection⇒ H mix,ANOTHER,11,151,1275,TECHNO,DJ MURASAME
SKY,Scripted Connection⇒ N mix,NORMAL,6,151,674,TECHNO,DJ MURASAME
SKY,Scripted Connection⇒ N mix,HYPER,8,151,858,TECHNO,DJ MURASAME
SKY,Scripted Connection⇒ N mix,ANOTHER,10,151,1073,TECHNO,DJ MURASAME
SKY,SigSig,BEGINNER,3,179,338,MAKINA,kors k
SKY,SigSig,NORMAL,5,179,548,MAKINA,kors k
SKY,SigSig,HYPER,7,179,864,MAKINA,kors k
SKY,SigSig,ANOTHER,10,179,1309,MAKINA,kors k
SKY,Tizona d'El Cid,NORMAL,5,265,495,MPB,TOMOSUKE
SKY,Tizona d'El Cid,HYPER,9,265,1000,MPB,TOMOSUKE
SKY,Tizona d'El Cid,ANOTHER,10,265,1178,MPB,TOMOSUKE
SKY,Twelfth Style,NORMAL,6,160,630,HAPPY EURO PARADISE,Tatsh&DAYBREAKERS NEXT
SKY,Twelfth Style,HYPER,7,160,778,HAPPY EURO PARADISE,Tatsh&DAYBREAKERS NEXT
SKY,Twelfth Style,ANOTHER,10,160,1033,HAPPY EURO PARADISE,Tatsh&DAYBREAKERS NEXT
SKY,Twelfth Style,LEGGENDARIA,12,160,1684,HAPPY EURO PARADISE,Tatsh&DAYBREAKERS NEXT
SKY,Under the Sky,NORMAL,5,170,458,J-EUROTRANCE,南さやか(BeForU) with platoniX
SKY,Under the Sky,HYPER,7,170,710,J-EUROTRANCE,南さやか(BeForU) with platoniX
SKY,Under the Sky,ANOTHER,9,170,875,J-EUROTRANCE,南さやか(BeForU) with platoniX
SKY,vault of heaven,NORMAL,4,160,401,ELECTROSHOCK,Mr.T
SKY,vault of heaven,HYPER,8,160,728,ELECTROSHOCK,Mr.T
SKY,vault of heaven,ANOTHER,10,160,1010,ELECTROSHOCK,Mr.T
SKY,Votum stellarum,NORMAL,4,136～147,413,ANTHEM TRANCE,iconoclasm
SKY,Votum stellarum,HYPER,9,136～147,857,ANTHEM TRANCE,iconoclasm
SKY,Votum stellarum,ANOTHER,10,136～147,1017,ANTHEM TRANCE,iconoclasm
SKY,We are Disっ娘よっつ打ち命,NORMAL,3,129,336,DISCO,DANCE☆MAN feat. Disっ娘
SKY,We are Disっ娘よっつ打ち命,HYPER,5,129,490,DISCO,DANCE☆MAN feat. Disっ娘
SKY,We are Disっ娘よっつ打ち命,ANOTHER,9,129,837,DISCO,DANCE☆MAN feat. Disっ娘
SKY,Xepher,BEGINNER,3,170,205,MEDIEVAL CHOIR,Tatsh
SKY,Xepher,NORMAL,5,170,571,MEDIEVAL CHOIR,Tatsh
SKY,Xepher,HYPER,10,170,1135,MEDIEVAL CHOIR,Tatsh
SKY,Xepher,ANOTHER,11,170,1520,MEDIEVAL CHOIR,Tatsh
SKY,オレはビートマニア！お前は何マニア？,NORMAL,7,123,414,FUNK,DANCE☆MAN
SKY,オレはビートマニア！お前は何マニア？,HYPER,8,123,763,FUNK,DANCE☆MAN
SKY,オレはビートマニア！お前は何マニア？,ANOTHER,10,123,873,FUNK,DANCE☆MAN
SKY,ヒマワリ,NORMAL,3,185,285,J-HAPPY HARDCORE,小坂りゆ
SKY,ヒマワリ,HYPER,9,185,947,J-HAPPY HARDCORE,小坂りゆ
SKY,ヒマワリ,ANOTHER,10,185,1042,J-HAPPY HARDCORE,小坂りゆ
SKY,ラクエン,NORMAL,4,99～198,369,REGGAE,Chonan Chiharu
SKY,ラクエン,HYPER,6,99～198,498,REGGAE,Chonan Chiharu
SKY,ラクエン,ANOTHER,11,99～198,1034,REGGAE,Chonan Chiharu
SKY,冥,BEGINNER,3,66～200,302,HUMAN SEQUENCER,Amuro vs Killer
SKY,冥,NORMAL,5,66～200,555,HUMAN SEQUENCER,Amuro vs Killer
SKY,冥,HYPER,10,66～200,1111,HUMAN SEQUENCER,Amuro vs Killer
SKY,冥,ANOTHER,12,66～200,2000,HUMAN SEQUENCER,Amuro vs Killer
SKY,月光,NORMAL,5,155,455,J-EUROBEAT,Tatsh feat. 星野奏子
SKY,月光,HYPER,8,155,900,J-EUROBEAT,Tatsh feat. 星野奏子
SKY,月光,ANOTHER,10,155,1246,J-EUROBEAT,Tatsh feat. 星野奏子
SKY,合体せよ!ストロングイェーガー!!(Ryu☆ remix),NORMAL,5,155,564,HARD DANCE,L.E.D./Remixed by Ryu☆
SKY,合体せよ!ストロングイェーガー!!(Ryu☆ remix),HYPER,8,155,807,HARD DANCE,L.E.D./Remixed by Ryu☆
SKY,合体せよ!ストロングイェーガー!!(Ryu☆ remix),ANOTHER,11,155,972,HARD DANCE,L.E.D./Remixed by Ryu☆
DD,ALFARSHEAR 双神威に廻る夢,BEGINNER,2,170,223,HYPER J-POP SEVEN,ＴЁЯＲＡ
DD,ALFARSHEAR 双神威に廻る夢,NORMAL,5,170,548,HYPER J-POP SEVEN,ＴЁЯＲＡ
DD,ALFARSHEAR 双神威に廻る夢,HYPER,7,170,838,HYPER J-POP SEVEN,ＴЁЯＲＡ
DD,ALFARSHEAR 双神威に廻る夢,ANOTHER,10,170,1049,HYPER J-POP SEVEN,ＴЁЯＲＡ
DD,Apocalypse～dirge of swans～,BEGINNER,1,170,121,ORATORIO,Zektbach
DD,Apocalypse～dirge of swans～,NORMAL,5,170,510,ORATORIO,Zektbach
DD,Apocalypse～dirge of swans～,HYPER,9,170,921,ORATORIO,Zektbach
DD,Apocalypse～dirge of swans～,ANOTHER,10,170,1214,ORATORIO,Zektbach
DD,BALLAD THE FEATHERS,NORMAL,4,132,367,CELTIC REEL,S.S.D.FANTASICA feat.Naomi Koizumi
DD,BALLAD THE FEATHERS,HYPER,6,132,554,CELTIC REEL,S.S.D.FANTASICA feat.Naomi Koizumi
DD,BALLAD THE FEATHERS,ANOTHER,8,132,764,CELTIC REEL,S.S.D.FANTASICA feat.Naomi Koizumi
DD,Bloody Tears(IIDX EDITION),NORMAL,5,170,574,HARD RENAISSANCE,DJ YOSHITAKA
DD,Bloody Tears(IIDX EDITION),HYPER,9,170,1012,HARD RENAISSANCE,DJ YOSHITAKA
DD,Bloody Tears(IIDX EDITION),ANOTHER,10,170,1094,HARD RENAISSANCE,DJ YOSHITAKA
DD,BOOM BOOM DISCO NIGHT,NORMAL,5,155,520,EUROBEAT,Y&Co.
DD,BOOM BOOM DISCO NIGHT,HYPER,8,155,938,EUROBEAT,Y&Co.
DD,BOOM BOOM DISCO NIGHT,ANOTHER,10,155,1151,EUROBEAT,Y&Co.
DD,Broadbanded,NORMAL,5,140,454,TRANCE,SADA
DD,Broadbanded,HYPER,8,140,726,TRANCE,SADA
DD,Broadbanded,ANOTHER,11,140,1019,TRANCE,SADA
DD,Concertino in Blue,BEGINNER,2,103～155,198,PROGRESSIVE,佐々木博史
DD,Concertino in Blue,NORMAL,5,103～155,460,PROGRESSIVE,佐々木博史
DD,Concertino in Blue,HYPER,10,103～155,915,PROGRESSIVE,佐々木博史
DD,Concertino in Blue,ANOTHER,12,103～155,1311,PROGRESSIVE,佐々木博史
DD,CONTRACT,NORMAL,9,180,648,SUBLIME TECHNO,朱雀
DD,CONTRACT,HYPER,10,180,863,SUBLIME TECHNO,朱雀
DD,CONTRACT,ANOTHER,11,180,1056,SUBLIME TECHNO,朱雀
DD,CONTRACT,LEGGENDARIA,12,180,1418,SUBLIME TECHNO,朱雀
DD,D.C.fish,NORMAL,5,155,513,TECHNO,DJ MURASAME
DD,D.C.fish,HYPER,9,155,998,TECHNO,DJ MURASAME
DD,D.C.fish,ANOTHER,11,155,1178,TECHNO,DJ MURASAME
DD,Double ♥♥ Loving Heart,NORMAL,3,138,292,J-POP,Tatsh feat. Junko Hirata & Sayaka Minami
DD,Double ♥♥ Loving Heart,HYPER,6,138,671,J-POP,Tatsh feat. Junko Hirata & Sayaka Minami
DD,Double ♥♥ Loving Heart,ANOTHER,9,138,909,J-POP,Tatsh feat. Junko Hirata & Sayaka Minami
DD,DUE TOMORROW,NORMAL,6,100～400,470,TECHNO,Mr.T
DD,DUE TOMORROW,HYPER,9,100～400,791,TECHNO,Mr.T
DD,DUE TOMORROW,ANOTHER,12,100～400,1073,TECHNO,Mr.T
DD,EURO-ROMANCE,NORMAL,5,161,497,80's TECHNO,K-MASERA
DD,EURO-ROMANCE,HYPER,8,161,933,80's TECHNO,K-MASERA
DD,EURO-ROMANCE,ANOTHER,10,161,1056,80's TECHNO,K-MASERA
DD,Ganymede,NORMAL,6,72～82,571,ESOTERIC SLOWCORE,玄武
DD,Ganymede,HYPER,10,72～82,884,ESOTERIC SLOWCORE,玄武
DD,Ganymede,ANOTHER,11,72～82,1199,ESOTERIC SLOWCORE,玄武
DD,Harmony and Lovely,NORMAL,4,135,457,PROGRESSIVE HOUSE,Ryu☆
DD,Harmony and Lovely,HYPER,8,135,902,PROGRESSIVE HOUSE,Ryu☆
DD,Harmony and Lovely,ANOTHER,11,135,1127,PROGRESSIVE HOUSE,Ryu☆
DD,Heavenly Sun(IIDX VERSION),NORMAL,4,130,421,TRANCE,AKIRA YAMAOKA
DD,Heavenly Sun(IIDX VERSION),HYPER,7,130,806,TRANCE,AKIRA YAMAOKA
DD,Heavenly Sun(IIDX VERSION),ANOTHER,10,130,1060,TRANCE,AKIRA YAMAOKA
DD,INFERNO,NORMAL,5,135,601,BRAZILIAN HOUSE,Caldeira feat.星野奏子
DD,INFERNO,HYPER,7,135,828,BRAZILIAN HOUSE,Caldeira feat.星野奏子
DD,INFERNO,ANOTHER,9,135,1008,BRAZILIAN HOUSE,Caldeira feat.星野奏子
DD,Leaving…,NORMAL,4,145,396,SYMPHONIC EURO,SEIYA MURAI meets “eimy”
DD,Leaving…,HYPER,8,145,714,SYMPHONIC EURO,SEIYA MURAI meets “eimy”
DD,Leaving…,ANOTHER,10,145,1116,SYMPHONIC EURO,SEIYA MURAI meets “eimy”
DD,MINT,NORMAL,6,150,524,ELECTRONICA,SLAKE
DD,MINT,HYPER,10,150,917,ELECTRONICA,SLAKE
DD,MINT,ANOTHER,11,150,1158,ELECTRONICA,SLAKE
DD,MOON,NORMAL,5,156,436,哀愁ユーロ,dj TAKA feat.Erika Mochizuki
DD,MOON,HYPER,9,156,1067,哀愁ユーロ,dj TAKA feat.Erika Mochizuki
DD,MOON,ANOTHER,10,156,1118,哀愁ユーロ,dj TAKA feat.Erika Mochizuki
DD,Power of Love,NORMAL,5,135,513,2 STEP,kors k feat.PSY
DD,Power of Love,HYPER,7,135,848,2 STEP,kors k feat.PSY
DD,Power of Love,ANOTHER,10,135,1077,2 STEP,kors k feat.PSY
DD,So Fabulous !!,NORMAL,5,149,556,BUCHIAGE TRANCE,HHH (Ryu☆ & Dai)
DD,So Fabulous !!,HYPER,8,149,784,BUCHIAGE TRANCE,HHH (Ryu☆ & Dai)
DD,So Fabulous !!,ANOTHER,10,149,1191,BUCHIAGE TRANCE,HHH (Ryu☆ & Dai)
DD,Sun Field,NORMAL,3,152,287,HAPPY POP,mh sequence
DD,Sun Field,HYPER,8,152,777,HAPPY POP,mh sequence
DD,Sun Field,ANOTHER,11,152,1234,HAPPY POP,mh sequence
DD,The Dirty of Loudness,NORMAL,7,165,740,SADISTIC HARDCORE,Tatsh Assault X
DD,The Dirty of Loudness,HYPER,10,165,1154,SADISTIC HARDCORE,Tatsh Assault X
DD,The Dirty of Loudness,ANOTHER,11,165,1327,SADISTIC HARDCORE,Tatsh Assault X
DD,This is Love,NORMAL,4,175,473,CORE POP,D-crew feat.MAKOTO
DD,This is Love,HYPER,8,175,910,CORE POP,D-crew feat.MAKOTO
DD,This is Love,ANOTHER,10,175,1249,CORE POP,D-crew feat.MAKOTO
DD,tripping contact(teranoid&MC Natsack Remix),NORMAL,6,187,646,GABBA,kors k vs teranoid
DD,tripping contact(teranoid&MC Natsack Remix),HYPER,10,187,1020,GABBA,kors k vs teranoid
DD,tripping contact(teranoid&MC Natsack Remix),ANOTHER,11,187,1258,GABBA,kors k vs teranoid
DD,TYPE MARS(G-Style Mix),NORMAL,5,159,571,PSYCHEDELIC TRANCE,L.E.D.
DD,TYPE MARS(G-Style Mix),HYPER,9,159,974,PSYCHEDELIC TRANCE,L.E.D.
DD,TYPE MARS(G-Style Mix),ANOTHER,11,159,1237,PSYCHEDELIC TRANCE,L.E.D.
DD,waxing and wanding,NORMAL,7,191,658,DANCE SPEED,青龍
DD,waxing and wanding,HYPER,10,191,997,DANCE SPEED,青龍
DD,waxing and wanding,ANOTHER,11,191,1457,DANCE SPEED,青龍
DD,waxing and wanding,LEGGENDARIA,12,191,2000,DANCE SPEED,青龍
DD,Why did you go away,BEGINNER,3,160,322,LOVERS EUROBEAT,jun with TAHIRIH
DD,Why did you go away,NORMAL,5,160,559,LOVERS EUROBEAT,jun with TAHIRIH
DD,Why did you go away,HYPER,8,160,904,LOVERS EUROBEAT,jun with TAHIRIH
DD,Why did you go away,ANOTHER,10,160,1166,LOVERS EUROBEAT,jun with TAHIRIH
DD,WISH(EUROBEAT MIX),NORMAL,5,155,532,EUROBEAT,DJ YOSHITAKA feat.杉村ことみ
DD,WISH(EUROBEAT MIX),HYPER,8,155,824,EUROBEAT,DJ YOSHITAKA feat.杉村ことみ
DD,WISH(EUROBEAT MIX),ANOTHER,9,155,990,EUROBEAT,DJ YOSHITAKA feat.杉村ことみ
DD,with you…,NORMAL,4,135,398,FUNK'N JAZZ HOUSE,Sota Fujimori
DD,with you…,HYPER,6,135,580,FUNK'N JAZZ HOUSE,Sota Fujimori
DD,with you…,ANOTHER,9,135,891,FUNK'N JAZZ HOUSE,Sota Fujimori
DD,Zenius -I- vanisher,NORMAL,5,160,493,CYBER OPUS,Tatsh
DD,Zenius -I- vanisher,HYPER,7,160,790,CYBER OPUS,Tatsh
DD,Zenius -I- vanisher,ANOTHER,10,160,1209,CYBER OPUS,Tatsh
DD,カゴノトリ～弐式～,NORMAL,6,140,581,和式電子音楽,橙色特別室
DD,カゴノトリ～弐式～,HYPER,9,140,944,和式電子音楽,橙色特別室
DD,カゴノトリ～弐式～,ANOTHER,12,140,1325,和式電子音楽,橙色特別室
DD,タシカナモノ,NORMAL,5,180,472,POPROCK,星野奏子 with the BAND
DD,タシカナモノ,HYPER,7,180,726,POPROCK,星野奏子 with the BAND
DD,タシカナモノ,ANOTHER,9,180,1026,POPROCK,星野奏子 with the BAND
DD,罠,NORMAL,3,180,283,DRUM'N'ROCK,good-cool
DD,罠,HYPER,8,180,777,DRUM'N'ROCK,good-cool
DD,罠,ANOTHER,10,180,1231,DRUM'N'ROCK,good-cool
DD,嘆きの樹,NORMAL,8,160,902,CONTEMPORARY,金獅子
DD,嘆きの樹,HYPER,11,160,1281,CONTEMPORARY,金獅子
DD,嘆きの樹,ANOTHER,12,160,2000,CONTEMPORARY,金獅子
DD,虹色,NORMAL,5,160,488,LOVELY TRANS POP,DJ YOSHITAKA feat. G.S.C license
DD,虹色,HYPER,8,160,792,LOVELY TRANS POP,DJ YOSHITAKA feat. G.S.C license
DD,虹色,ANOTHER,9,160,934,LOVELY TRANS POP,DJ YOSHITAKA feat. G.S.C license
DD,華蝶風雪,NORMAL,6,199,638,ASIAN MIXTURE,白虎
DD,華蝶風雪,HYPER,10,199,1064,ASIAN MIXTURE,白虎
DD,華蝶風雪,ANOTHER,11,199,1500,ASIAN MIXTURE,白虎
GOLD,Air Bell,NORMAL,5,171,499,FLOW POP,D-crew
GOLD,Air Bell,HYPER,6,171,687,FLOW POP,D-crew
GOLD,Air Bell,ANOTHER,8,171,868,FLOW POP,D-crew
GOLD,ANDROMEDA II,NORMAL,5,152,501,PSYCHEDELIC SYNTH TRANCE,Sota Fujimori
GOLD,ANDROMEDA II,HYPER,9,152,982,PSYCHEDELIC SYNTH TRANCE,Sota Fujimori
GOLD,ANDROMEDA II,ANOTHER,10,152,1255,PSYCHEDELIC SYNTH TRANCE,Sota Fujimori
GOLD,"Blind Justice～Torn souls,Hurt Faiths～",NORMAL,6,137～165,679,EPIC POETRY,Zektbach
GOLD,"Blind Justice～Torn souls,Hurt Faiths～",HYPER,8,137～165,1001,EPIC POETRY,Zektbach
GOLD,"Blind Justice～Torn souls,Hurt Faiths～",ANOTHER,11,137～165,1245,EPIC POETRY,Zektbach
GOLD,Candy Galy,NORMAL,7,184,800,HAPPY,Risk Junk-G
GOLD,Candy Galy,HYPER,10,184,1308,HAPPY,Risk Junk-G
GOLD,Candy Galy,ANOTHER,12,184,1798,HAPPY,Risk Junk-G
GOLD,CaptivAte～誓い～,NORMAL,6,160,677,NOSTALISH REQUIEM,A/I
GOLD,CaptivAte～誓い～,HYPER,9,160,1017,NOSTALISH REQUIEM,A/I
GOLD,CaptivAte～誓い～,ANOTHER,10,160,1127,NOSTALISH REQUIEM,A/I
GOLD,CaptivAte～裁き～,BEGINNER,3,180,214,NOSTALISH REQUIEM,DJ YOSHITAKA feat.A/I
GOLD,CaptivAte～裁き～,NORMAL,6,180,435,NOSTALISH REQUIEM,DJ YOSHITAKA feat.A/I
GOLD,CaptivAte～裁き～,HYPER,8,180,663,NOSTALISH REQUIEM,DJ YOSHITAKA feat.A/I
GOLD,CaptivAte～裁き～,ANOTHER,9,180,897,NOSTALISH REQUIEM,DJ YOSHITAKA feat.A/I
GOLD,CROSSROAD,NORMAL,5,170,574,DRAMATIC EURO TRANCE,jun with TAHIRIH
GOLD,CROSSROAD,HYPER,8,170,883,DRAMATIC EURO TRANCE,jun with TAHIRIH
GOLD,CROSSROAD,ANOTHER,10,170,1097,DRAMATIC EURO TRANCE,jun with TAHIRIH
GOLD,Cyber Force,NORMAL,5,146,637,CYBORG TRANCE,Sota Fujimori feat.cyborg AKEMI
GOLD,Cyber Force,HYPER,9,146,980,CYBORG TRANCE,Sota Fujimori feat.cyborg AKEMI
GOLD,Cyber Force,ANOTHER,10,146,1200,CYBORG TRANCE,Sota Fujimori feat.cyborg AKEMI
GOLD,Fascination MAXX,NORMAL,9,100～400,508,SuperNOVA BEAT,100-200-400
GOLD,Fascination MAXX,HYPER,11,100～400,876,SuperNOVA BEAT,100-200-400
GOLD,Fascination MAXX,ANOTHER,12,100～400,1313,SuperNOVA BEAT,100-200-400
GOLD,FIRE FIRE,BEGINNER,3,150,287,BUCHIAGE TRANCE,StripE
GOLD,FIRE FIRE,NORMAL,7,150,616,BUCHIAGE TRANCE,StripE
GOLD,FIRE FIRE,HYPER,10,150,927,BUCHIAGE TRANCE,StripE
GOLD,FIRE FIRE,ANOTHER,12,150,1405,BUCHIAGE TRANCE,StripE
GOLD,four-leaf,NORMAL,4,157,386,ROCK,Sis Bond Chit
GOLD,four-leaf,HYPER,6,157,642,ROCK,Sis Bond Chit
GOLD,four-leaf,ANOTHER,8,157,867,ROCK,Sis Bond Chit
GOLD,GOLD RUSH,BEGINNER,3,162,282,RECKLESS RAVE,DJ YOSHITAKA-G feat.Michael a la mode
GOLD,GOLD RUSH,NORMAL,7,162,608,RECKLESS RAVE,DJ YOSHITAKA-G feat.Michael a la mode
GOLD,GOLD RUSH,HYPER,9,162,764,RECKLESS RAVE,DJ YOSHITAKA-G feat.Michael a la mode
GOLD,GOLD RUSH,ANOTHER,11,162,1199,RECKLESS RAVE,DJ YOSHITAKA-G feat.Michael a la mode
GOLD,GRID KNIGHT,NORMAL,6,160,423,ELECTRONICA,SAW WAVE SQUAD
GOLD,GRID KNIGHT,HYPER,8,160,1012,ELECTRONICA,SAW WAVE SQUAD
GOLD,GRID KNIGHT,ANOTHER,10,160,1328,ELECTRONICA,SAW WAVE SQUAD
GOLD,GRID KNIGHT,LEGGENDARIA,12,160,1744,ELECTRONICA,SAW WAVE SQUAD
GOLD,heaven above,NORMAL,5,132,418,FILTER HOUSE,kors k
GOLD,heaven above,HYPER,7,132,711,FILTER HOUSE,kors k
GOLD,heaven above,ANOTHER,9,132,928,FILTER HOUSE,kors k
GOLD,High School Love,BEGINNER,2,180,204,HIGH SPEED LOVE SONG,DJ YOSHITAKA feat.DWP
GOLD,High School Love,NORMAL,4,180,438,HIGH SPEED LOVE SONG,DJ YOSHITAKA feat.DWP
GOLD,High School Love,HYPER,6,180,788,HIGH SPEED LOVE SONG,DJ YOSHITAKA feat.DWP
GOLD,High School Love,ANOTHER,9,180,1106,HIGH SPEED LOVE SONG,DJ YOSHITAKA feat.DWP
GOLD,INORI,NORMAL,6,146,701,MILLENNIUM TRANCE,dj TAKA feat.HAL
GOLD,INORI,HYPER,10,146,1330,MILLENNIUM TRANCE,dj TAKA feat.HAL
GOLD,INORI,ANOTHER,11,146,1614,MILLENNIUM TRANCE,dj TAKA feat.HAL
GOLD,KAMAITACHI,NORMAL,6,165,647,FREEFORM HARDCORE,DJ TECHNORCH fw. GUHROOVY
GOLD,KAMAITACHI,HYPER,9,165,1039,FREEFORM HARDCORE,DJ TECHNORCH fw. GUHROOVY
GOLD,KAMAITACHI,ANOTHER,11,165,1368,FREEFORM HARDCORE,DJ TECHNORCH fw. GUHROOVY
GOLD,KAMAITACHI,LEGGENDARIA,12,165,2000,FREEFORM HARDCORE,DJ TECHNORCH fw. GUHROOVY
GOLD,LASER CRUSTER,NORMAL,7,152,732,NU-SKOOL BREAKS,L.E.D.
GOLD,LASER CRUSTER,HYPER,11,152,1250,NU-SKOOL BREAKS,L.E.D.
GOLD,LASER CRUSTER,ANOTHER,12,152,1644,NU-SKOOL BREAKS,L.E.D.
GOLD,Love Again...,NORMAL,3,110,293,POPS,Tatsh feat. Junko Hirata
GOLD,Love Again...,HYPER,4,110,400,POPS,Tatsh feat. Junko Hirata
GOLD,Love Again...,ANOTHER,5,110,538,POPS,Tatsh feat. Junko Hirata
GOLD,Make Me Your Own,NORMAL,5,130,451,HOUSE,good-cool ft. Raj Ramayya
GOLD,Make Me Your Own,HYPER,9,130,836,HOUSE,good-cool ft. Raj Ramayya
GOLD,Make Me Your Own,ANOTHER,10,130,1086,HOUSE,good-cool ft. Raj Ramayya
GOLD,METALLIC MIND,NORMAL,4,150,451,OLDSKOOL HARDCORE RAVE,DJ TECHNORCH fw. GUHROOVY
GOLD,METALLIC MIND,HYPER,8,150,735,OLDSKOOL HARDCORE RAVE,DJ TECHNORCH fw. GUHROOVY
GOLD,METALLIC MIND,ANOTHER,9,150,832,OLDSKOOL HARDCORE RAVE,DJ TECHNORCH fw. GUHROOVY
GOLD,never...,NORMAL,4,130,414,DANCE POP,Kanako Hoshino with dj TAKA
GOLD,never...,HYPER,7,130,691,DANCE POP,Kanako Hoshino with dj TAKA
GOLD,never...,ANOTHER,8,130,915,DANCE POP,Kanako Hoshino with dj TAKA
GOLD,op.31 叙情,NORMAL,4,100～350,319,PIANO CONCERTO,akiko
GOLD,op.31 叙情,HYPER,9,100～350,699,PIANO CONCERTO,akiko
GOLD,op.31 叙情,ANOTHER,10,100～350,836,PIANO CONCERTO,akiko
GOLD,PHOTONGENIC,NORMAL,7,176,701,DRUM & BASS,L.E.D. fw.堀澤麻衣子
GOLD,PHOTONGENIC,HYPER,10,176,1002,DRUM & BASS,L.E.D. fw.堀澤麻衣子
GOLD,PHOTONGENIC,ANOTHER,10,176,1162,DRUM & BASS,L.E.D. fw.堀澤麻衣子
GOLD,Roulette,NORMAL,5,160,458,EUROBEAT,Y&Co.
GOLD,Roulette,HYPER,8,160,741,EUROBEAT,Y&Co.
GOLD,Roulette,ANOTHER,10,160,1073,EUROBEAT,Y&Co.
GOLD,Second Heaven,BEGINNER,1,149,112,HANDZ UP,Ryu☆
GOLD,Second Heaven,NORMAL,5,149,500,HANDZ UP,Ryu☆
GOLD,Second Heaven,HYPER,8,149,787,HANDZ UP,Ryu☆
GOLD,Second Heaven,ANOTHER,11,149,1069,HANDZ UP,Ryu☆
GOLD,Sense 2007,NORMAL,9,140,788,RAVE,good-cool
GOLD,Sense 2007,HYPER,11,140,1179,RAVE,good-cool
GOLD,Sense 2007,ANOTHER,12,140,1517,RAVE,good-cool
GOLD,smile,NORMAL,7,189,744,ELE POP,miru_maki.gjw
GOLD,smile,HYPER,9,189,1107,ELE POP,miru_maki.gjw
GOLD,smile,ANOTHER,11,189,1464,ELE POP,miru_maki.gjw
GOLD,snow storm,BEGINNER,1,145,118,TRANCE,dj TAKA
GOLD,snow storm,NORMAL,4,145,403,TRANCE,dj TAKA
GOLD,snow storm,HYPER,9,145,1173,TRANCE,dj TAKA
GOLD,snow storm,ANOTHER,10,145,1409,TRANCE,dj TAKA
GOLD,snow storm,LEGGENDARIA,12,145,1709,TRANCE,dj TAKA
GOLD,the shadow,NORMAL,6,156,618,SCHRANZ,kors k
GOLD,the shadow,HYPER,9,156,1084,SCHRANZ,kors k
GOLD,the shadow,ANOTHER,11,156,1480,SCHRANZ,kors k
GOLD,The Smile of You,NORMAL,4,136,472,POP,猫叉Master feat.JESSY
GOLD,The Smile of You,HYPER,7,136,658,POP,猫叉Master feat.JESSY
GOLD,The Smile of You,ANOTHER,8,136,815,POP,猫叉Master feat.JESSY
GOLD,TRANOID,NORMAL,5,130～190,414,PSG WORKS,T&S seq. factory
GOLD,TRANOID,HYPER,10,130～190,929,PSG WORKS,T&S seq. factory
GOLD,TRANOID,ANOTHER,11,130～190,1141,PSG WORKS,T&S seq. factory
GOLD,TRANOID,LEGGENDARIA,12,130～190,1546,PSG WORKS,T&S seq. factory
GOLD,VANESSA,NORMAL,8,185,591,DECEPTIVE GABBA,朱雀
GOLD,VANESSA,HYPER,11,185,938,DECEPTIVE GABBA,朱雀
