version,title,chart,level,bpm,notes,genre,artist
tri,VEGA,HYPER,9,191,1061,UNIVERSAL J-CORE,REDALiCE
tri,VEGA,ANOTHER,11,191,1584,UNIVERSAL J-CORE,REDALiCE
tri,ZED,NORMAL,5,190,474,DUB STEP,USAO
tri,ZED,HYPER,8,190,876,DUB STEP,USAO
tri,ZED,ANOTHER,11,190,1405,DUB STEP,USAO
tri,Zirkfied,NORMAL,5,210,524,SPACE REQUIEM,iconoclasm
tri,Zirkfied,HYPER,10,210,1055,SPACE REQUIEM,iconoclasm
tri,Zirkfied,ANOTHER,12,210,1968,SPACE REQUIEM,iconoclasm
tri,ΕΛΠΙΣ,NORMAL,6,175,584,ROMANTIC SCHOOL VARIATIONS,dj TAKA
tri,ΕΛΠΙΣ,HYPER,10,175,1075,ROMANTIC SCHOOL VARIATIONS,dj TAKA
tri,ΕΛΠΙΣ,ANOTHER,12,175,1600,ROMANTIC SCHOOL VARIATIONS,dj TAKA
tri,アストライアの双皿,NORMAL,4,173,345,ZODIAC ORACLE 7,ZODIACSYNDICATE
tri,アストライアの双皿,HYPER,9,173,1110,ZODIAC ORACLE 7,ZODIACSYNDICATE
tri,アストライアの双皿,ANOTHER,12,173,1632,ZODIAC ORACLE 7,ZODIACSYNDICATE
tri,"お米の美味しい炊き方、
そしてお米を食べることによるその効果。",NORMAL,5,190,459,お米タル,大日本鉄倶楽部【あさき＆９６】
tri,"お米の美味しい炊き方、
そしてお米を食べることによるその効果。",HYPER,8,190,812,お米タル,大日本鉄倶楽部【あさき＆９６】
tri,"お米の美味しい炊き方、
そしてお米を食べることによるその効果。",ANOTHER,10,190,1122,お米タル,大日本鉄倶楽部【あさき＆９６】
tri,"お米の美味しい炊き方、
そしてお米を食べることによるその効果。",LEGGENDARIA,12,190,1907,お米タル,大日本鉄倶楽部【あさき＆９７】
tri,カジノファイヤーことみちゃん,NORMAL,4,230,331,電波,ARM feat. 山本椛 + Brasscapsule
tri,カジノファイヤーことみちゃん,HYPER,8,230,737,電波,ARM feat. 山本椛 + Brasscapsule
tri,カジノファイヤーことみちゃん,ANOTHER,11,230,1271,電波,ARM feat. 山本椛 + Brasscapsule
tri,キャトられ♥恋はモ～モク,NORMAL,6,196,751,Hi-ν BLEEP,ギュ～っとしたいPrim
tri,キャトられ♥恋はモ～モク,HYPER,10,196,1359,Hi-ν BLEEP,ギュ～っとしたいPrim
tri,キャトられ♥恋はモ～モク,ANOTHER,12,196,1988,Hi-ν BLEEP,ギュ～っとしたいPrim
tri,シュレーディンガーの猫,NORMAL,6,187,580,TOY CONTEMPORARY,Cait Sith
tri,シュレーディンガーの猫,HYPER,10,187,1231,TOY CONTEMPORARY,Cait Sith
tri,シュレーディンガーの猫,ANOTHER,12,187,1717,TOY CONTEMPORARY,Cait Sith
tri,たまゆら,NORMAL,7,180,600,PROGRESSIVE,佐々木博史
tri,たまゆら,HYPER,10,180,960,PROGRESSIVE,佐々木博史
tri,たまゆら,ANOTHER,12,180,1407,PROGRESSIVE,佐々木博史
tri,トリカゴノ鳳凰,NORMAL,6,185,586,歌謡 DRUM & BASS,L.E.D. Vs. 幽閉サテライト
tri,トリカゴノ鳳凰,HYPER,9,185,1057,歌謡 DRUM & BASS,L.E.D. Vs. 幽閉サテライト
tri,トリカゴノ鳳凰,ANOTHER,12,185,1932,歌謡 DRUM & BASS,L.E.D. Vs. 幽閉サテライト
tri,メイメツ、フラグメンツ,NORMAL,4,157,329,CYBER SYMPHONIC POP,中山真斗(Elements Garden)feat.桜川めぐ
tri,メイメツ、フラグメンツ,HYPER,8,157,661,CYBER SYMPHONIC POP,中山真斗(Elements Garden)feat.桜川めぐ
tri,メイメツ、フラグメンツ,ANOTHER,10,157,984,CYBER SYMPHONIC POP,中山真斗(Elements Garden)feat.桜川めぐ
tri,ラキラキ,NORMAL,4,165,332,LUCKY TECHNO,Mutsuhiko Izumi & S-C-U
tri,ラキラキ,HYPER,8,165,749,LUCKY TECHNO,Mutsuhiko Izumi & S-C-U
tri,ラキラキ,ANOTHER,10,165,1001,LUCKY TECHNO,Mutsuhiko Izumi & S-C-U
tri,仮想空間の旅人たち,NORMAL,5,151,587,TECHNO,DJ MURASAME
tri,仮想空間の旅人たち,HYPER,9,151,1121,TECHNO,DJ MURASAME
tri,仮想空間の旅人たち,ANOTHER,11,151,1450,TECHNO,DJ MURASAME
tri,仮想空間の旅人たち,LEGGENDARIA,12,151,1943,TECHNO,DJ MURASAME
tri,狂イ咲ケ焔ノ華,NORMAL,6,206,621,Hi-GOTH,覚醒ノPrim
tri,狂イ咲ケ焔ノ華,HYPER,10,206,1269,Hi-GOTH,覚醒ノPrim
tri,狂イ咲ケ焔ノ華,ANOTHER,12,206,1860,Hi-GOTH,覚醒ノPrim
tri,朧,BEGINNER,1,149,104,FASCINATION,HHH×MM×ST
tri,朧,NORMAL,4,149,395,FASCINATION,HHH×MM×ST
tri,朧,HYPER,7,149,758,FASCINATION,HHH×MM×ST
tri,朧,ANOTHER,10,149,1060,FASCINATION,HHH×MM×ST
tri,朧,LEGGENDARIA,11,149,1280,FASCINATION,HHH×MM×ST
tri,龍と少女とデコヒーレンス,NORMAL,5,165,427,EPIC TECHNO,黒猫ダンジョン
tri,龍と少女とデコヒーレンス,HYPER,8,165,863,EPIC TECHNO,黒猫ダンジョン
tri,龍と少女とデコヒーレンス,ANOTHER,11,165,1515,EPIC TECHNO,黒猫ダンジョン
tri,龍と少女とデコヒーレンス,LEGGENDARIA,12,165,1713,EPIC TECHNO,黒猫ダンジョン
tri,梅雪夜,NORMAL,5,167,445,想歌 梅,Qrispy Joybox feat.mao
tri,梅雪夜,HYPER,7,167,759,想歌 梅,Qrispy Joybox feat.mao
tri,梅雪夜,ANOTHER,10,167,1081,想歌 梅,Qrispy Joybox feat.mao
tri,音楽,NORMAL,5,210～360,453,SILENT,弁士カンタビレオ
tri,音楽,HYPER,10,210～360,1038,SILENT,弁士カンタビレオ
tri,音楽,ANOTHER,12,210～360,1487,SILENT,弁士カンタビレオ
tri,即席！脳直★ミュージックシステム,NORMAL,6,197,529,AKIBA-POP,MOSAIC.WAV
tri,即席！脳直★ミュージックシステム,HYPER,10,197,1032,AKIBA-POP,MOSAIC.WAV
tri,即席！脳直★ミュージックシステム,ANOTHER,12,197,1838,AKIBA-POP,MOSAIC.WAV
tri,創世ノート,NORMAL,4,200,430,CREATOR,PON+wac
tri,創世ノート,HYPER,9,200,988,CREATOR,PON+wac
tri,創世ノート,ANOTHER,11,200,1512,CREATOR,PON+wac
tri,下弦の月,NORMAL,5,166,477,NEO CLASSICAL DANCE,iNO
tri,下弦の月,HYPER,7,166,755,NEO CLASSICAL DANCE,iNO
tri,下弦の月,ANOTHER,9,166,1000,NEO CLASSICAL DANCE,iNO
SPA,Adularia,BEGINNER,1,180,100,ARTCORE,DJ TOTTO
SPA,Adularia,NORMAL,6,180,540,ARTCORE,DJ TOTTO
SPA,Adularia,HYPER,10,180,972,ARTCORE,DJ TOTTO
SPA,Adularia,ANOTHER,12,180,1449,ARTCORE,DJ TOTTO
SPA,ÆTHER,NORMAL,5,192,514,HYPER GOTHIC BEAT,SOUND HOLIC feat. Nana Takahashi
SPA,ÆTHER,HYPER,8,192,833,HYPER GOTHIC BEAT,SOUND HOLIC feat. Nana Takahashi
SPA,ÆTHER,ANOTHER,11,192,1440,HYPER GOTHIC BEAT,SOUND HOLIC feat. Nana Takahashi
SPA,ALBA-黎明-,NORMAL,5,165,330,DYNASTIC FREEFORM,Durandal
SPA,ALBA-黎明-,HYPER,8,165,787,DYNASTIC FREEFORM,Durandal
SPA,ALBA-黎明-,ANOTHER,11,165,1631,DYNASTIC FREEFORM,Durandal
SPA,Ancient Scapes,NORMAL,6,178,602,ASTRAL HARDCORE,TAG underground
SPA,Ancient Scapes,HYPER,10,178,1073,ASTRAL HARDCORE,TAG underground
SPA,Ancient Scapes,ANOTHER,12,178,1780,ASTRAL HARDCORE,TAG underground
SPA,Ancient Scapes,LEGGENDARIA,12,178,2198,ASTRAL HARDCORE,TAG underground
SPA,BLUE DRAGON(雷龍RemixIIDX),NORMAL,7,188,769,RAVERS DANCE SPEED,青龍
SPA,BLUE DRAGON(雷龍RemixIIDX),HYPER,10,188,1159,RAVERS DANCE SPEED,青龍
SPA,BLUE DRAGON(雷龍RemixIIDX),ANOTHER,12,188,1727,RAVERS DANCE SPEED,青龍
SPA,BRAINSTORM,NORMAL,4,180,386,TRANCECORE MEETS GABBA,Hardcore United Tokyo(teranoid & DJ TECHNORCH)
SPA,BRAINSTORM,HYPER,10,180,1032,TRANCECORE MEETS GABBA,Hardcore United Tokyo(teranoid & DJ TECHNORCH)
SPA,BRAINSTORM,ANOTHER,11,180,1449,TRANCECORE MEETS GABBA,Hardcore United Tokyo(teranoid & DJ TECHNORCH)
SPA,BRAVE OUT,NORMAL,5,150,528,ELECTRANCE,nomico / DOWNFORCE
SPA,BRAVE OUT,HYPER,8,150,773,ELECTRANCE,nomico / DOWNFORCE
SPA,BRAVE OUT,ANOTHER,10,150,1091,ELECTRANCE,nomico / DOWNFORCE
SPA,Claiomh Solais,NORMAL,2,165,173,ILUZIO,DJ Yoshitaka VS S.S.D.
SPA,Claiomh Solais,HYPER,6,165,723,ILUZIO,DJ Yoshitaka VS S.S.D.
SPA,Claiomh Solais,ANOTHER,9,165,1052,ILUZIO,DJ Yoshitaka VS S.S.D.
SPA,Cleopatrysm,NORMAL,4,190,416,PHARAO BEAM STEP,ピラミッ℃
SPA,Cleopatrysm,HYPER,8,190,753,PHARAO BEAM STEP,ピラミッ℃
SPA,Cleopatrysm,ANOTHER,11,190,1326,PHARAO BEAM STEP,ピラミッ℃
SPA,Close the World feat.a☆ru,NORMAL,5,188,578,J-CORE,天叢雲剣
SPA,Close the World feat.a☆ru,HYPER,10,188,1075,J-CORE,天叢雲剣
SPA,Close the World feat.a☆ru,ANOTHER,12,188,1739,J-CORE,天叢雲剣
SPA,Close the World feat.a☆ru,LEGGENDARIA,12,188,1983,J-CORE,天叢雲剣
SPA,Critical Crystal,BEGINNER,1,191,112,DANCE SPEED,青龍
SPA,Critical Crystal,NORMAL,6,191,565,DANCE SPEED,青龍
SPA,Critical Crystal,HYPER,8,191,946,DANCE SPEED,青龍
SPA,Critical Crystal,ANOTHER,11,191,1495,DANCE SPEED,青龍
SPA,Dark Fall,NORMAL,5,202,450,MASSIVE DANCE SPEED,黒龍
SPA,Dark Fall,HYPER,8,202,844,MASSIVE DANCE SPEED,黒龍
SPA,Dark Fall,ANOTHER,11,202,1416,MASSIVE DANCE SPEED,黒龍
SPA,DARK LEGACY,NORMAL,6,196,675,DARK ELEMENT,BaSTeT
SPA,DARK LEGACY,HYPER,9,196,1077,DARK ELEMENT,BaSTeT
SPA,DARK LEGACY,ANOTHER,12,196,1828,DARK ELEMENT,BaSTeT
SPA,Devilz Sacrifice-贖罪の羊-,NORMAL,5,175,489,SYMPHONIC BREAK BEATS,OSTER project
SPA,Devilz Sacrifice-贖罪の羊-,HYPER,9,175,927,SYMPHONIC BREAK BEATS,OSTER project
SPA,Devilz Sacrifice-贖罪の羊-,ANOTHER,11,175,1265,SYMPHONIC BREAK BEATS,OSTER project
SPA,diagram,NORMAL,3,112,318,GLITCH HOP,Expander
SPA,diagram,HYPER,7,112,660,GLITCH HOP,Expander
SPA,diagram,ANOTHER,11,112,1461,GLITCH HOP,Expander
SPA,Elektrick U-Phoria,NORMAL,6,180,593,UK HARDCORE,DJ Noriken
SPA,Elektrick U-Phoria,HYPER,9,180,1004,UK HARDCORE,DJ Noriken
SPA,Elektrick U-Phoria,ANOTHER,11,180,1566,UK HARDCORE,DJ Noriken
SPA,Element of SPADA,NORMAL,3,170,355,HEALING POP,猫叉Master feat.霜月はるか
SPA,Element of SPADA,HYPER,7,170,686,HEALING POP,猫叉Master feat.霜月はるか
SPA,Element of SPADA,ANOTHER,9,170,1047,HEALING POP,猫叉Master feat.霜月はるか
SPA,Engraved Mark,NORMAL,4,188,413,HAPPY SAD CORE,Ryu☆ ∞ Des-ROW
SPA,Engraved Mark,HYPER,8,188,700,HAPPY SAD CORE,Ryu☆ ∞ Des-ROW
SPA,Engraved Mark,ANOTHER,11,188,1222,HAPPY SAD CORE,Ryu☆ ∞ Des-ROW
SPA,EXTREME MACH COLLIDER,NORMAL,5,148,527,TECHNO,L.E.D.
SPA,EXTREME MACH COLLIDER,HYPER,8,148,763,TECHNO,L.E.D.
SPA,EXTREME MACH COLLIDER,ANOTHER,11,148,1305,TECHNO,L.E.D.
SPA,Feel The Beat,NORMAL,7,175,689,HARDCORE RAVE,Falsion
SPA,Feel The Beat,HYPER,10,175,1129,HARDCORE RAVE,Falsion
SPA,Feel The Beat,ANOTHER,12,175,1830,HARDCORE RAVE,Falsion
SPA,Feel The Beat,LEGGENDARIA,12,175,2225,HARDCORE RAVE,Falsion
SPA,Funny shuffle,NORMAL,3,115,309,JAG GLITCH,猫叉Master+
SPA,Funny shuffle,HYPER,6,115,590,JAG GLITCH,猫叉Master+
SPA,Funny shuffle,ANOTHER,11,115,1199,JAG GLITCH,猫叉Master+
SPA,HYENA,NORMAL,6,178,608,BIG BEAT,Hommarju
SPA,HYENA,HYPER,9,178,1026,BIG BEAT,Hommarju
SPA,HYENA,ANOTHER,11,178,1434,BIG BEAT,Hommarju
SPA,Hypersonik,NORMAL,5,175,521,DRUM&BASS,Eagle
SPA,Hypersonik,HYPER,8,175,878,DRUM&BASS,Eagle
SPA,Hypersonik,ANOTHER,10,175,1272,DRUM&BASS,Eagle
SPA,I will be back-オレは帰ってきた-,NORMAL,6,172,516,ONLY ONE MOMENT,SUPER STAR 満-MITSURU-
SPA,I will be back-オレは帰ってきた-,HYPER,9,172,1012,ONLY ONE MOMENT,SUPER STAR 満-MITSURU-
SPA,I will be back-オレは帰ってきた-,ANOTHER,11,172,1492,ONLY ONE MOMENT,SUPER STAR 満-MITSURU-
SPA,Idola,NORMAL,6,201,621,REPLICANT CORE,iconoclasm feat.GUMI 
SPA,Idola,HYPER,10,201,1181,REPLICANT CORE,iconoclasm feat.GUMI 
SPA,Idola,ANOTHER,12,201,1826,REPLICANT CORE,iconoclasm feat.GUMI 
SPA,Insane Techniques,NORMAL,4,146,378,Hi-TECH FULL ON,kors k
SPA,Insane Techniques,HYPER,7,146,672,Hi-TECH FULL ON,kors k
SPA,Insane Techniques,ANOTHER,11,146,1263,Hi-TECH FULL ON,kors k
SPA,INSOMNIA,NORMAL,4,195,407,FUNKOT,ジャカルタファンクブラザーズ
SPA,INSOMNIA,HYPER,8,195,938,FUNKOT,ジャカルタファンクブラザーズ
SPA,INSOMNIA,ANOTHER,12,195,1661,FUNKOT,ジャカルタファンクブラザーズ
SPA,into the battlefield,NORMAL,4,180,374,SYMPHONIC BREAKS,the wandering bard
SPA,into the battlefield,HYPER,8,180,734,SYMPHONIC BREAKS,the wandering bard
SPA,into the battlefield,ANOTHER,10,180,1193,SYMPHONIC BREAKS,the wandering bard
SPA,invoker,NORMAL,5,195,569,TRIBE CORE,Caladborg
SPA,invoker,HYPER,9,195,1009,TRIBE CORE,Caladborg
SPA,invoker,ANOTHER,12,195,1624,TRIBE CORE,Caladborg
SPA,invoker,LEGGENDARIA,12,195,1851,TRIBE CORE,Caladborg
SPA,IX,NORMAL,6,198,658,BLOOD METAL,dj TAKA VS DJ TOTTO feat.藍
SPA,IX,HYPER,11,198,1247,BLOOD METAL,dj TAKA VS DJ TOTTO feat.藍
SPA,IX,ANOTHER,12,198,2007,BLOOD METAL,dj TAKA VS DJ TOTTO feat.藍
SPA,KAISER PHOENIX,NORMAL,7,170,679,HEAVY METAL,96
SPA,KAISER PHOENIX,HYPER,10,170,1194,HEAVY METAL,96
SPA,KAISER PHOENIX,ANOTHER,12,170,1693,HEAVY METAL,96
SPA,KAISER PHOENIX,LEGGENDARIA,12,170,2026,HEAVY METAL,96
SPA,KHAMEN BREAK,NORMAL,3,180,298,PROGRESSIVE GOSPEL,くふおー
SPA,KHAMEN BREAK,HYPER,7,180,723,PROGRESSIVE GOSPEL,くふおー
SPA,KHAMEN BREAK,ANOTHER,11,180,1281,PROGRESSIVE GOSPEL,くふおー
SPA,Last Dance,NORMAL,6,150,616,HARD STACC,dj TAKA
SPA,Last Dance,HYPER,10,150,1040,HARD STACC,dj TAKA
SPA,Last Dance,ANOTHER,12,150,1650,HARD STACC,dj TAKA
SPA,Lighting Shower,NORMAL,4,162,418,TRANCE POP,TAG
SPA,Lighting Shower,HYPER,7,162,694,TRANCE POP,TAG
SPA,Lighting Shower,ANOTHER,11,162,1220,TRANCE POP,TAG
SPA,M.D.Injection,NORMAL,3,202,301,PIECED DOWNBEAT,Project B-
SPA,M.D.Injection,HYPER,6,202,626,PIECED DOWNBEAT,Project B-
SPA,M.D.Injection,ANOTHER,10,202,1231,PIECED DOWNBEAT,Project B-
SPA,m1dy Deluxe,NORMAL,6,205,598,TOKYO STYLE SPEEDCORE,m1dy
SPA,m1dy Deluxe,HYPER,9,205,951,TOKYO STYLE SPEEDCORE,m1dy
SPA,m1dy Deluxe,ANOTHER,11,205,1342,TOKYO STYLE SPEEDCORE,m1dy
SPA,MAD ATTACK,NORMAL,3,140,348,UPBEAT,HALFBY
SPA,MAD ATTACK,HYPER,6,140,683,UPBEAT,HALFBY
SPA,MAD ATTACK,ANOTHER,9,140,991,UPBEAT,HALFBY
SPA,MAGIC & LOVE,NORMAL,5,185,517,HAPPY CORE,DJ Genki feat. Yukacco
SPA,MAGIC & LOVE,HYPER,9,185,942,HAPPY CORE,DJ Genki feat. Yukacco
SPA,MAGIC & LOVE,ANOTHER,11,185,1481,HAPPY CORE,DJ Genki feat. Yukacco
SPA,Miracle 5ympho X,NORMAL,5,210,390,FRENCHCORE,USAO
SPA,Miracle 5ympho X,HYPER,8,210,674,FRENCHCORE,USAO
SPA,Miracle 5ympho X,ANOTHER,10,210,1325,FRENCHCORE,USAO
SPA,NPC World,NORMAL,5,165,522,ELECTRO POP,PON
SPA,NPC World,HYPER,8,165,826,ELECTRO POP,PON
SPA,NPC World,ANOTHER,10,165,1155,ELECTRO POP,PON
SPA,Odin,NORMAL,4,160～180,408,GABBER,Noizenecio
SPA,Odin,HYPER,7,160～180,721,GABBER,Noizenecio
SPA,Odin,ANOTHER,10,160～180,1039,GABBER,Noizenecio
SPA,Overload Frontier,NORMAL,5,175,404,HARDCORE RAVE,DJ Shimamura
SPA,Overload Frontier,HYPER,8,175,954,HARDCORE RAVE,DJ Shimamura
SPA,Overload Frontier,ANOTHER,11,175,1336,HARDCORE RAVE,DJ Shimamura
SPA,Pharaoh,NORMAL,3,180,331,ANCIENT CIVILIZATION,劇団レコード
SPA,Pharaoh,HYPER,8,180,727,ANCIENT CIVILIZATION,劇団レコード
SPA,Pharaoh,ANOTHER,11,180,1242,ANCIENT CIVILIZATION,劇団レコード
SPA,PUNISHER,NORMAL,5,180,583,VARIANT RAVE,TAG×PON
SPA,PUNISHER,HYPER,9,180,1081,VARIANT RAVE,TAG×PON
SPA,PUNISHER,ANOTHER,12,180,1812,VARIANT RAVE,TAG×PON
SPA,ra'am,NORMAL,8,111～222,653,RAVERS DANCE SPEED,雷龍
SPA,ra'am,HYPER,10,111～222,1003,RAVERS DANCE SPEED,雷龍
SPA,ra'am,ANOTHER,12,111～222,1461,RAVERS DANCE SPEED,雷龍
SPA,rainbow guitar weeps,NORMAL,5,156,492,BRIGHTNESS,dj TAKA
SPA,rainbow guitar weeps,HYPER,9,156,951,BRIGHTNESS,dj TAKA
SPA,rainbow guitar weeps,ANOTHER,11,156,1406,BRIGHTNESS,dj TAKA
SPA,Recollection,NORMAL,5,182,597,POPS,Noria
SPA,Recollection,HYPER,7,182,883,POPS,Noria
SPA,Recollection,ANOTHER,9,182,1118,POPS,Noria
SPA,refractive index,NORMAL,3,154,374,PSYCHEDELIC TRANCE,Sota Fujimori
SPA,refractive index,HYPER,7,154,731,PSYCHEDELIC TRANCE,Sota Fujimori
SPA,refractive index,ANOTHER,11,154,1360,PSYCHEDELIC TRANCE,Sota Fujimori
SPA,RISE,NORMAL,5,182,480,DRUMSTEP,Dirty Androids
SPA,RISE,HYPER,8,182,701,DRUMSTEP,Dirty Androids
SPA,RISE,ANOTHER,10,182,951,DRUMSTEP,Dirty Androids
SPA,RIZING YOU UP,NORMAL,6,177,537,HAPPY HARDCORE,Ryu☆
SPA,RIZING YOU UP,HYPER,9,177,1080,HAPPY HARDCORE,Ryu☆
SPA,RIZING YOU UP,ANOTHER,10,177,1295,HAPPY HARDCORE,Ryu☆
SPA,SCHWARZSCHILD FIELD,NORMAL,6,150,472,FULL ON,L.E.D.
SPA,SCHWARZSCHILD FIELD,HYPER,9,150,840,FULL ON,L.E.D.
SPA,SCHWARZSCHILD FIELD,ANOTHER,11,150,1232,FULL ON,L.E.D.
SPA,Sigmund,NORMAL,7,200,806,REQUIEM PSY,Gram
SPA,Sigmund,HYPER,10,200,1228,REQUIEM PSY,Gram
SPA,Sigmund,ANOTHER,12,200,2029,REQUIEM PSY,Gram
SPA,Sigmund,LEGGENDARIA,12,200,2267,REQUIEM PSY,Gram
SPA,Squeeze,NORMAL,5,173,432,WITHOUT YOU TONIGHT-VI-,VENUS feat. Mutsuhiko Izumi
SPA,Squeeze,HYPER,8,173,745,WITHOUT YOU TONIGHT-VI-,VENUS feat. Mutsuhiko Izumi
SPA,Squeeze,ANOTHER,11,173,1257,WITHOUT YOU TONIGHT-VI-,VENUS feat. Mutsuhiko Izumi
SPA,THE DETONATOR,NORMAL,7,173,836,NU STYLE GABBA,teranoid VS L.E.D.-G
SPA,THE DETONATOR,HYPER,10,173,1284,NU STYLE GABBA,teranoid VS L.E.D.-G
SPA,THE DETONATOR,ANOTHER,11,173,1636,NU STYLE GABBA,teranoid VS L.E.D.-G
SPA,Unicorn tail,NORMAL,5,170,438,BREAKBEATS TRANCE ,DJ YOSHITAKA
SPA,Unicorn tail,HYPER,9,170,1046,BREAKBEATS TRANCE ,DJ YOSHITAKA
SPA,Unicorn tail,ANOTHER,11,170,1605,BREAKBEATS TRANCE ,DJ YOSHITAKA
SPA,Valgus,NORMAL,4,175,330,MAINSTREAM HARDCORE,DJ Myosuke feat.Yukacco
SPA,Valgus,HYPER,7,175,685,MAINSTREAM HARDCORE,DJ Myosuke feat.Yukacco
SPA,Valgus,ANOTHER,11,175,1206,MAINSTREAM HARDCORE,DJ Myosuke feat.Yukacco
SPA,Verflucht,NORMAL,6,180,647,HARD NRG,Tyrfing
SPA,Verflucht,HYPER,10,180,1081,HARD NRG,Tyrfing
SPA,Verflucht,ANOTHER,12,180,1805,HARD NRG,Tyrfing
SPA,Verflucht,LEGGENDARIA,12,180,2401,HARD NRG,Tyrfing
SPA,VOX UP,NORMAL,8,202,754,ROTTERDAM TECHNO,sampling masters MEGA vs 青龍
SPA,VOX UP,HYPER,11,202,1473,ROTTERDAM TECHNO,sampling masters MEGA vs 青龍
SPA,VOX UP,ANOTHER,12,202,1870,ROTTERDAM TECHNO,sampling masters MEGA vs 青龍
SPA,Wonder Girl feat. Kanae Asaba,NORMAL,4,160,365,EUROBEAT,Y&Co.
SPA,Wonder Girl feat. Kanae Asaba,HYPER,6,160,647,EUROBEAT,Y&Co.
SPA,Wonder Girl feat. Kanae Asaba,ANOTHER,11,160,1414,EUROBEAT,Y&Co.
SPA,アルストロメリア,BEGINNER,1,144,109,BLOOM FUSION,TAG
SPA,アルストロメリア,NORMAL,5,144,495,BLOOM FUSION,TAG
SPA,アルストロメリア,HYPER,8,144,804,BLOOM FUSION,TAG
SPA,アルストロメリア,ANOTHER,10,144,1254,BLOOM FUSION,TAG
SPA,お願いアインシュタイン,NORMAL,5,143,457,CYBER SYMPHONIC POP,中山真斗 feat.桜川めぐ
SPA,お願いアインシュタイン,HYPER,8,143,753,CYBER SYMPHONIC POP,中山真斗 feat.桜川めぐ
SPA,お願いアインシュタイン,ANOTHER,10,143,1066,CYBER SYMPHONIC POP,中山真斗 feat.桜川めぐ
SPA,デッドボヲルdeホームラン,NORMAL,3,145,318,ELECTRIC MANOUSH SWING,猫叉Masterβ2
SPA,デッドボヲルdeホームラン,HYPER,9,145,846,ELECTRIC MANOUSH SWING,猫叉Masterβ2
SPA,デッドボヲルdeホームラン,ANOTHER,11,145,1417,ELECTRIC MANOUSH SWING,猫叉Masterβ2
SPA,バンブーソード・ガール,BEGINNER,1,208,135,J-SPEEDMETAL,cosMo＠暴走P
SPA,バンブーソード・ガール,NORMAL,5,208,512,J-SPEEDMETAL,cosMo＠暴走P
SPA,バンブーソード・ガール,HYPER,9,208,960,J-SPEEDMETAL,cosMo＠暴走P
SPA,バンブーソード・ガール,ANOTHER,11,208,1261,J-SPEEDMETAL,cosMo＠暴走P
SPA,轟け！恋のビーンボール！！,NORMAL,6,180,541,ベースボールヒロイン,ダイナミック野球兄弟 v.s. クロスファイヤーPrim
SPA,轟け！恋のビーンボール！！,HYPER,10,180,1012,ベースボールヒロイン,ダイナミック野球兄弟 v.s. クロスファイヤーPrim
SPA,轟け！恋のビーンボール！！,ANOTHER,12,180,1834,ベースボールヒロイン,ダイナミック野球兄弟 v.s. クロスファイヤーPrim
SPA,煉獄のエルフェリア,NORMAL,7,183,698,HARD SYMPHONIC,猫叉Master+
SPA,煉獄のエルフェリア,HYPER,10,183,1222,HARD SYMPHONIC,猫叉Master+
SPA,煉獄のエルフェリア,ANOTHER,12,183,2000,HARD SYMPHONIC,猫叉Master+
SPA,牧神笛吹きて,NORMAL,4,157,377,ZODIAC ORACLE X,楽士ゾディアック
SPA,牧神笛吹きて,HYPER,8,157,721,ZODIAC ORACLE X,楽士ゾディアック
SPA,牧神笛吹きて,ANOTHER,11,157,1044,ZODIAC ORACLE X,楽士ゾディアック
SPA,旋律のドグマ～Misérables～,NORMAL,6,192,629,JUVENILE DRUM & BASS,楓璃夢＝ジークフリード＝ファイエルローゼン
SPA,旋律のドグマ～Misérables～,HYPER,10,192,1271,JUVENILE DRUM & BASS,楓璃夢＝ジークフリード＝ファイエルローゼン
SPA,旋律のドグマ～Misérables～,ANOTHER,12,192,2002,JUVENILE DRUM & BASS,楓璃夢＝ジークフリード＝ファイエルローゼン
SPA,廿,NORMAL,5,120～160,485,新世紀進歩的羽扇子音楽,DJ TECHNORCH
SPA,廿,HYPER,8,120～160,890,新世紀進歩的羽扇子音楽,DJ TECHNORCH
SPA,廿,ANOTHER,10,120～160,1215,新世紀進歩的羽扇子音楽,DJ TECHNORCH
SPA,廿,LEGGENDARIA,12,120～160,1731,新世紀進歩的羽扇子音楽,DJ TECHNORCH
SPA,罪と罰,NORMAL,5,144,555,HYPER J-POP,Xceon feat. Mayumi Morinaga
SPA,罪と罰,HYPER,7,144,711,HYPER J-POP,Xceon feat. Mayumi Morinaga
SPA,罪と罰,ANOTHER,10,144,1096,HYPER J-POP,Xceon feat. Mayumi Morinaga
SPA,疾風迅雷,NORMAL,6,180,592,ORIENTAL CORE,KUMOKIRI
SPA,疾風迅雷,HYPER,10,180,1078,ORIENTAL CORE,KUMOKIRI
SPA,疾風迅雷,ANOTHER,12,180,1493,ORIENTAL CORE,KUMOKIRI
SPA,疾風迅雷,LEGGENDARIA,12,180,1824,ORIENTAL CORE,KUMOKIRI
SPA,超!!遠距離らぶ♥メ～ル,NORMAL,3,130,292,乙女EDM,ななひら
SPA,超!!遠距離らぶ♥メ～ル,HYPER,7,130,790,乙女EDM,ななひら
SPA,超!!遠距離らぶ♥メ～ル,ANOTHER,10,130,1352,乙女EDM,ななひら
SPA,海神,NORMAL,7,159,585,HYDRO CORE,兎々
SPA,海神,HYPER,10,159,1084,HYDRO CORE,兎々
SPA,海神,ANOTHER,12,159,1629,HYDRO CORE,兎々
